environment variable flags: RwLockReadGuard { lock: RwLock { data: Flags { print_per_fn_stats: false, count_indirect: false, benchmark_name: "heman", non_limit: true, config_file: None } } }
Non-limit ptr: lib::src::kazmath::aabb2::kmAABB2Initialize::centre ; poison: ({}, {}) at benchmark/heman/src/kazmath/aabb2.rs:53:5: 53:15 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3RotationToAxisAngle::pAxis ; poison: ({MixedRefSource, PtrArith, ExternCallReturn, CastSource, VoidSource, MiscSource}, {MiscSink, CastSink, MixedRefSink, PtrArithSink, ExternCallParam, VoidSink}) at benchmark/heman/src/kazmath/mat3.rs:525:5: 525:14 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3GetUpVec3::pOut ; poison: ({PtrArith, MixedRefSource, VoidSource, CastSource, MiscSource, ExternCallReturn}, {CastSink, PtrArithSink, ExternCallParam, MixedRefSink, MiscSink, VoidSink}) at benchmark/heman/src/kazmath/mat3.rs:589:5: 589:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3GetRightVec3::pOut ; poison: ({MixedRefSource, PtrArith, ExternCallReturn, VoidSource, MiscSource, CastSource}, {MiscSink, ExternCallParam, MixedRefSink, CastSink, VoidSink, PtrArithSink}) at benchmark/heman/src/kazmath/mat3.rs:600:5: 600:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3GetForwardVec3::pOut ; poison: ({ExternCallReturn, PtrArith, MixedRefSource, VoidSource, MiscSource, CastSource}, {MixedRefSink, CastSink, MiscSink, ExternCallParam, PtrArithSink, VoidSink}) at benchmark/heman/src/kazmath/mat3.rs:611:5: 611:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3LookAt::pEye ; poison: ({MixedRefSource, ExternCallReturn, PtrArith, MiscSource, CastSource, VoidSource}, {ExternCallParam, MiscSink, VoidSink, CastSink, PtrArithSink, MixedRefSink}) at benchmark/heman/src/kazmath/mat3.rs:623:5: 623:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3LookAt::pCenter ; poison: ({PtrArith, MixedRefSource, MiscSource, CastSource, ExternCallReturn, VoidSource}, {MixedRefSink, PtrArithSink, ExternCallParam, VoidSink, CastSink, MiscSink}) at benchmark/heman/src/kazmath/mat3.rs:624:5: 624:16 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3LookAt::pUp ; poison: ({ExternCallReturn, CastSource, MiscSource, VoidSource, MixedRefSource, PtrArith}, {PtrArithSink, ExternCallParam, MixedRefSink, CastSink, VoidSink, MiscSink}) at benchmark/heman/src/kazmath/mat3.rs:625:5: 625:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Fill::pMat ; poison: ({PtrArith, VoidSource, CastSource, MiscSource}, {ExternCallParam, PtrArithSink, VoidSink, MiscSink, CastSink}) at benchmark/heman/src/kazmath/mat4.rs:94:5: 94:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Identity::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:105:41: 105:49 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Multiply::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:421:5: 421:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Multiply::pM1 ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:422:5: 422:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Multiply::pM2 ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:423:5: 423:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Multiply::m1 ; poison: ({PtrArith, MiscSource, CastSource, VoidSource}, {ExternCallParam, MiscSink, CastSink, VoidSink, PtrArithSink}) at benchmark/heman/src/kazmath/mat4.rs:426:9: 426:15 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Multiply::m2 ; poison: ({PtrArith, CastSource, VoidSource, MiscSource}, {ExternCallParam, MiscSink, VoidSink, CastSink, PtrArithSink}) at benchmark/heman/src/kazmath/mat4.rs:427:9: 427:15 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4AssignMat3::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:568:5: 568:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationYawPitchRoll::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:705:5: 705:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4GetUpVec3::pOut ; poison: ({ExternCallReturn, CastSource, MiscSource, PtrArith, MixedRefSource, VoidSource}, {PtrArithSink, MiscSink, MixedRefSink, CastSink, VoidSink, ExternCallParam}) at benchmark/heman/src/kazmath/mat4.rs:816:5: 816:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4GetRightVec3::pOut ; poison: ({MixedRefSource, VoidSource, ExternCallReturn, PtrArith, MiscSource, CastSource}, {VoidSink, MixedRefSink, MiscSink, CastSink, PtrArithSink, ExternCallParam}) at benchmark/heman/src/kazmath/mat4.rs:825:5: 825:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4GetForwardVec3RH::pOut ; poison: ({PtrArith, VoidSource, MixedRefSource, CastSource, ExternCallReturn, MiscSource}, {PtrArithSink, ExternCallParam, MiscSink, MixedRefSink, VoidSink, CastSink}) at benchmark/heman/src/kazmath/mat4.rs:834:5: 834:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4GetForwardVec3LH::pOut ; poison: ({ExternCallReturn, PtrArith, MixedRefSource, MiscSource, CastSource, VoidSource}, {ExternCallParam, MiscSink, PtrArithSink, MixedRefSink, CastSink, VoidSink}) at benchmark/heman/src/kazmath/mat4.rs:843:5: 843:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4PerspectiveProjection::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:852:5: 852:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4OrthographicProjection::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:882:5: 882:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4LookAt::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:910:5: 910:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4LookAt::pEye ; poison: ({ExternCallReturn, VoidSource, PtrArith, MiscSource, MixedRefSource, CastSource}, {VoidSink, ExternCallParam, CastSink, MiscSink, MixedRefSink, PtrArithSink}) at benchmark/heman/src/kazmath/mat4.rs:911:5: 911:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4LookAt::pCenter ; poison: ({CastSource, PtrArith, ExternCallReturn, MixedRefSource, MiscSource, VoidSource}, {ExternCallParam, MiscSink, CastSink, VoidSink, PtrArithSink, MixedRefSink}) at benchmark/heman/src/kazmath/mat4.rs:912:5: 912:16 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4LookAt::pUp ; poison: ({PtrArith, MixedRefSource, ExternCallReturn, VoidSource, CastSource, MiscSource}, {PtrArithSink, MixedRefSink, MiscSink, ExternCallParam, VoidSink, CastSink}) at benchmark/heman/src/kazmath/mat4.rs:913:5: 913:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationToAxisAngle::pAxis ; poison: ({VoidSource, PtrArith, MiscSource, CastSource, MixedRefSource, ExternCallReturn}, {VoidSink, MiscSink, CastSink, ExternCallParam, PtrArithSink, MixedRefSink}) at benchmark/heman/src/kazmath/mat4.rs:960:5: 960:14 (#0)
Non-limit ptr: lib::src::kazmath::plane::kmPlaneFromPointAndNormal::pPoint ; poison: ({ExternCallReturn, VoidSource, MixedRefSource, PtrArith, CastSource, MiscSource}, {CastSink, PtrArithSink, ExternCallParam, MiscSink, MixedRefSink, VoidSink}) at benchmark/heman/src/kazmath/plane.rs:100:5: 100:15 (#0)
Non-limit ptr: lib::src::kazmath::plane::kmPlaneFromPointAndNormal::pNormal ; poison: ({PtrArith, MixedRefSource, MiscSource, CastSource, ExternCallReturn, VoidSource}, {MiscSink, MixedRefSink, CastSink, VoidSink, PtrArithSink, ExternCallParam}) at benchmark/heman/src/kazmath/plane.rs:101:5: 101:16 (#0)
Non-limit ptr: lib::src::kazmath::plane::kmPlaneFromPoints::p1 ; poison: ({CastSource, PtrArith, MixedRefSource, ExternCallReturn, VoidSource, MiscSource}, {MixedRefSink, VoidSink, PtrArithSink, CastSink, ExternCallParam, MiscSink}) at benchmark/heman/src/kazmath/plane.rs:112:5: 112:11 (#0)
Non-limit ptr: lib::src::kazmath::plane::kmPlaneFromPoints::p2 ; poison: ({CastSource, VoidSource, ExternCallReturn, MixedRefSource, MiscSource, PtrArith}, {MiscSink, CastSink, ExternCallParam, PtrArithSink, MixedRefSink, VoidSink}) at benchmark/heman/src/kazmath/plane.rs:113:5: 113:11 (#0)
Non-limit ptr: lib::src::kazmath::plane::kmPlaneFromPoints::p3 ; poison: ({MiscSource, CastSource, VoidSource, PtrArith, MixedRefSource, ExternCallReturn}, {MixedRefSink, MiscSink, VoidSink, ExternCallParam, PtrArithSink, CastSink}) at benchmark/heman/src/kazmath/plane.rs:114:5: 114:11 (#0)
Non-limit ptr: lib::src::kazmath::plane::kmPlaneIntersectLine::pV1 ; poison: ({CastSource, VoidSource, PtrArith, MiscSource, ExternCallReturn, MixedRefSource}, {MixedRefSink, PtrArithSink, VoidSink, CastSink, MiscSink, ExternCallParam}) at benchmark/heman/src/kazmath/plane.rs:133:5: 133:12 (#0)
Non-limit ptr: lib::src::kazmath::plane::kmPlaneIntersectLine::pV2 ; poison: ({VoidSource, MiscSource, ExternCallReturn, PtrArith, MixedRefSource, CastSource}, {ExternCallParam, PtrArithSink, VoidSink, MiscSink, CastSink, MixedRefSink}) at benchmark/heman/src/kazmath/plane.rs:134:5: 134:12 (#0)
Non-limit ptr: lib::src::kazmath::plane::kmPlaneNormalize::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/plane.rs:157:5: 157:13 (#0)
Non-limit ptr: lib::src::kazmath::plane::kmPlaneNormalize::pP ; poison: ({}, {}) at benchmark/heman/src/kazmath/plane.rs:158:5: 158:11 (#0)
Non-limit ptr: lib::src::kazmath::plane::kmPlaneExtractFromMat4::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/plane.rs:216:5: 216:13 (#0)
Non-limit ptr: lib::src::kazmath::plane::kmPlaneGetIntersection::pOut ; poison: ({VoidSource, MixedRefSource, CastSource, MiscSource, PtrArith, ExternCallReturn}, {CastSink, ExternCallParam, VoidSink, MixedRefSink, PtrArithSink, MiscSink}) at benchmark/heman/src/kazmath/plane.rs:242:5: 242:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionFill::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:85:5: 85:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionIdentity::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:120:5: 120:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionInverse::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:131:5: 131:12 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionLength::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:157:5: 157:12 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionLengthSq::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:163:5: 163:12 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionMultiply::qu1 ; poison: ({VoidSource, CastSource}, {ExternCallParam, CastSink, VoidSink}) at benchmark/heman/src/kazmath/quaternion.rs:185:5: 185:12 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionMultiply::qu2 ; poison: ({CastSource, VoidSource}, {ExternCallParam, VoidSink, CastSink}) at benchmark/heman/src/kazmath/quaternion.rs:186:5: 186:12 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionNormalize::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:220:5: 220:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionNormalize::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:221:5: 221:12 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionRotationAxisAngle::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:242:5: 242:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionRotationMatrix::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:257:5: 257:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionRotationMatrix::pMatrix ; poison: ({PtrArith, MiscSource, MixedRefSource}, {MiscSink, MixedRefSink, PtrArithSink}) at benchmark/heman/src/kazmath/quaternion.rs:264:9: 264:20 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionSlerp::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:420:5: 420:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionToAxisAngle::pAxis ; poison: ({MiscSource, MixedRefSource, VoidSource, CastSource, PtrArith, ExternCallReturn}, {MixedRefSink, PtrArithSink, CastSink, ExternCallParam, VoidSink, MiscSink}) at benchmark/heman/src/kazmath/quaternion.rs:476:5: 476:14 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionScale::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:505:5: 505:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionAssign::pOut ; poison: ({VoidSource, CastSource}, {CastSink, VoidSink, ExternCallParam}) at benchmark/heman/src/kazmath/quaternion.rs:517:5: 517:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionAssign::pIn ; poison: ({CastSource, VoidSource}, {ExternCallParam, VoidSink, CastSink}) at benchmark/heman/src/kazmath/quaternion.rs:518:5: 518:12 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionSubtract::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:530:5: 530:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionAdd::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:542:5: 542:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionRotationBetweenVec3::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:554:5: 554:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionRotationBetweenVec3::vec1 ; poison: ({ExternCallReturn, MiscSource, MixedRefSource, PtrArith, VoidSource, CastSource}, {PtrArithSink, MiscSink, MixedRefSink, CastSink, ExternCallParam, VoidSink}) at benchmark/heman/src/kazmath/quaternion.rs:555:5: 555:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionRotationBetweenVec3::vec2 ; poison: ({PtrArith, CastSource, MixedRefSource, VoidSource, MiscSource, ExternCallReturn}, {PtrArithSink, MiscSink, CastSink, VoidSink, ExternCallParam, MixedRefSink}) at benchmark/heman/src/kazmath/quaternion.rs:556:5: 556:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionMultiplyVec3::pOut ; poison: ({PtrArith, ExternCallReturn, MixedRefSource, MiscSource, CastSource, VoidSource}, {ExternCallParam, CastSink, MiscSink, PtrArithSink, MixedRefSink, VoidSink}) at benchmark/heman/src/kazmath/quaternion.rs:608:5: 608:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionMultiplyVec3::v ; poison: ({MiscSource, VoidSource, CastSource, ExternCallReturn, MixedRefSource, PtrArith}, {ExternCallParam, PtrArithSink, MiscSink, MixedRefSink, CastSink, VoidSink}) at benchmark/heman/src/kazmath/quaternion.rs:610:5: 610:10 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionGetUpVec3::pOut ; poison: ({VoidSource, PtrArith, ExternCallReturn, MiscSource, MixedRefSource, CastSource}, {ExternCallParam, PtrArithSink, MixedRefSink, VoidSink, CastSink, MiscSink}) at benchmark/heman/src/kazmath/quaternion.rs:628:5: 628:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionGetRightVec3::pOut ; poison: ({MiscSource, MixedRefSource, ExternCallReturn, VoidSource, CastSource, PtrArith}, {ExternCallParam, VoidSink, MixedRefSink, CastSink, PtrArithSink, MiscSink}) at benchmark/heman/src/kazmath/quaternion.rs:635:5: 635:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionGetForwardVec3RH::pOut ; poison: ({PtrArith, ExternCallReturn, MixedRefSource, MiscSource, CastSource, VoidSource}, {MiscSink, MixedRefSink, VoidSink, PtrArithSink, CastSink, ExternCallParam}) at benchmark/heman/src/kazmath/quaternion.rs:642:5: 642:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionGetForwardVec3LH::pOut ; poison: ({MixedRefSource, CastSource, MiscSource, ExternCallReturn, VoidSource, PtrArith}, {ExternCallParam, MiscSink, MixedRefSink, PtrArithSink, CastSink, VoidSink}) at benchmark/heman/src/kazmath/quaternion.rs:649:5: 649:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionLookRotation::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/quaternion.rs:690:5: 690:13 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionLookRotation::direction ; poison: ({VoidSource, ExternCallReturn, PtrArith, MixedRefSource, MiscSource, CastSource}, {MiscSink, MixedRefSink, ExternCallParam, PtrArithSink, VoidSink, CastSink}) at benchmark/heman/src/kazmath/quaternion.rs:691:5: 691:18 (#0)
Non-limit ptr: lib::src::kazmath::quaternion::kmQuaternionLookRotation::up ; poison: ({PtrArith, VoidSource, ExternCallReturn, MixedRefSource, CastSource, MiscSource}, {CastSink, VoidSink, PtrArithSink, MiscSink, MixedRefSink, ExternCallParam}) at benchmark/heman/src/kazmath/quaternion.rs:692:5: 692:11 (#0)
Non-limit ptr: lib::src::kazmath::ray2::calculate_line_normal::normal_out ; poison: ({}, {}) at benchmark/heman/src/kazmath/ray2.rs:168:5: 168:19 (#0)
Non-limit ptr: lib::src::kazmath::ray3::kmRay3FromPointAndDirection::point ; poison: ({CastSource, PtrArith, ExternCallReturn, VoidSource, MiscSource, MixedRefSource}, {VoidSink, MiscSink, MixedRefSink, CastSink, PtrArithSink, ExternCallParam}) at benchmark/heman/src/kazmath/ray3.rs:56:5: 56:14 (#0)
Non-limit ptr: lib::src::kazmath::ray3::kmRay3FromPointAndDirection::direction ; poison: ({PtrArith, ExternCallReturn, MixedRefSource, VoidSource, CastSource, MiscSource}, {ExternCallParam, PtrArithSink, MixedRefSink, CastSink, VoidSink, MiscSink}) at benchmark/heman/src/kazmath/ray3.rs:57:5: 57:18 (#0)
Non-limit ptr: lib::src::kazmath::ray3::kmRay3IntersectPlane::pOut ; poison: ({ExternCallReturn, PtrArith, VoidSource, MiscSource, CastSource, MixedRefSource}, {PtrArithSink, ExternCallParam, CastSink, MixedRefSink, MiscSink, VoidSink}) at benchmark/heman/src/kazmath/ray3.rs:65:5: 65:13 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2Length::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:83:39: 83:46 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2Normalize::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:103:5: 103:13 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2Normalize::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:104:5: 104:12 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2Add::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:119:5: 119:13 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2Dot::pV2 ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:130:5: 130:12 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2Subtract::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:143:5: 143:13 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2Scale::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:209:5: 209:13 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2Scale::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:210:5: 210:12 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2AreEqual::p1 ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:219:5: 219:11 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2AreEqual::p2 ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:220:5: 220:11 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2Assign::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:230:5: 230:13 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2Assign::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:231:5: 231:12 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2DegreesBetween::v1 ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:262:5: 262:11 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2DegreesBetween::v2 ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:263:5: 263:11 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2Reflect::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:307:5: 307:13 (#0)
Non-limit ptr: lib::src::kazmath::vec2::kmVec2Reflect::normal ; poison: ({}, {}) at benchmark/heman/src/kazmath/vec2.rs:309:5: 309:15 (#0)
Non-limit ptr: lib::src::kazmath::vec3::kmVec3Length::pIn ; poison: ({MiscSource, MixedRefSource, CastSource, PtrArith, ExternCallReturn, VoidSource}, {MiscSink, CastSink, PtrArithSink, ExternCallParam, VoidSink, MixedRefSink}) at benchmark/heman/src/kazmath/vec3.rs:122:39: 122:46 (#0)
Non-limit ptr: lib::src::kazmath::vec3::kmVec3Lerp::pOut ; poison: ({MiscSource, PtrArith, VoidSource, CastSource, MixedRefSource, ExternCallReturn}, {MiscSink, PtrArithSink, MixedRefSink, VoidSink, CastSink, ExternCallParam}) at benchmark/heman/src/kazmath/vec3.rs:131:5: 131:13 (#0)
Non-limit ptr: lib::src::kazmath::vec3::kmVec3Lerp::pV1 ; poison: ({VoidSource, MixedRefSource, MiscSource, CastSource, ExternCallReturn, PtrArith}, {ExternCallParam, PtrArithSink, MiscSink, MixedRefSink, CastSink, VoidSink}) at benchmark/heman/src/kazmath/vec3.rs:132:5: 132:12 (#0)
Non-limit ptr: lib::src::kazmath::vec3::kmVec3Normalize::pOut ; poison: ({PtrArith, VoidSource, ExternCallReturn, MiscSource, CastSource, MixedRefSource}, {MixedRefSink, MiscSink, CastSink, ExternCallParam, PtrArithSink, VoidSink}) at benchmark/heman/src/kazmath/vec3.rs:143:5: 143:13 (#0)
Non-limit ptr: lib::src::kazmath::vec3::kmVec3Normalize::pIn ; poison: ({VoidSource, CastSource, ExternCallReturn, PtrArith, MiscSource, MixedRefSource}, {MiscSink, PtrArithSink, ExternCallParam, VoidSink, CastSink, MixedRefSink}) at benchmark/heman/src/kazmath/vec3.rs:144:5: 144:12 (#0)
Non-limit ptr: lib::src::kazmath::vec3::kmVec3Cross::pOut ; poison: ({MixedRefSource, MiscSource, ExternCallReturn, PtrArith, VoidSource, CastSource}, {ExternCallParam, VoidSink, MiscSink, PtrArithSink, MixedRefSink, CastSink}) at benchmark/heman/src/kazmath/vec3.rs:161:5: 161:13 (#0)
Non-limit ptr: lib::src::kazmath::vec3::kmVec3Cross::pV2 ; poison: ({ExternCallReturn, VoidSource, PtrArith, MixedRefSource, MiscSource, CastSource}, {ExternCallParam, CastSink, PtrArithSink, MiscSink, MixedRefSink, VoidSink}) at benchmark/heman/src/kazmath/vec3.rs:163:5: 163:12 (#0)
