environment variable flags: RwLockReadGuard { lock: RwLock { data: Flags { print_per_fn_stats: false, count_indirect: false, benchmark_name: "heman", non_limit: true, config_file: None } } }
Non-limit ptr: lib::src::kazmath::aabb2::kmAABB2Initialize::pBox ; poison: ({}, {}) at benchmark/heman/src/kazmath/aabb2.rs:30:5: 30:13 (#0)
Non-limit ptr: lib::src::kazmath::aabb3::kmAABB3DiameterX::aabb ; poison: ({}, {}) at benchmark/heman/src/kazmath/aabb3.rs:217:43: 217:51 (#0)
Non-limit ptr: lib::src::kazmath::aabb3::kmAABB3DiameterY::aabb ; poison: ({}, {}) at benchmark/heman/src/kazmath/aabb3.rs:221:43: 221:51 (#0)
Non-limit ptr: lib::src::kazmath::aabb3::kmAABB3DiameterZ::aabb ; poison: ({}, {}) at benchmark/heman/src/kazmath/aabb3.rs:225:43: 225:51 (#0)
Non-limit ptr: lib::src::kazmath::aabb3::kmAABB3Centre::aabb ; poison: ({}, {}) at benchmark/heman/src/kazmath/aabb3.rs:230:5: 230:13 (#0)
Non-limit ptr: lib::src::kazmath::aabb3::kmAABB3Centre::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/aabb3.rs:231:5: 231:13 (#0)
Non-limit ptr: lib::src::kazmath::aabb3::kmAABB3ExpandToContain::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/aabb3.rs:239:5: 239:13 (#0)
Non-limit ptr: lib::src::kazmath::aabb3::kmAABB3ExpandToContain::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/aabb3.rs:240:5: 240:12 (#0)
Non-limit ptr: lib::src::kazmath::aabb3::kmAABB3ExpandToContain::other ; poison: ({}, {}) at benchmark/heman/src/kazmath/aabb3.rs:241:5: 241:14 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Fill::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:75:5: 75:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Fill::pMat ; poison: ({PtrArith, MixedRefSource, CastSource, ExternCallReturn, VoidSource, MiscSource}, {MixedRefSink, VoidSink, CastSink, ExternCallParam, PtrArithSink, MiscSink}) at benchmark/heman/src/kazmath/mat3.rs:76:5: 76:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Identity::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:87:41: 87:49 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Determinant::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:102:44: 102:51 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Adjugate::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:123:5: 123:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Adjugate::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:124:5: 124:12 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Inverse::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:175:5: 175:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Inverse::pM ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:176:5: 176:11 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3IsIdentity::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:190:43: 190:50 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Transpose::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:211:5: 211:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Transpose::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:212:5: 212:12 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Multiply::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:234:5: 234:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Multiply::pM1 ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:235:5: 235:12 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Multiply::pM2 ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:236:5: 236:12 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Multiply::m1 ; poison: ({VoidSource, ExternCallReturn, PtrArith, MixedRefSource, CastSource, MiscSource}, {VoidSink, MixedRefSink, CastSink, MiscSink, ExternCallParam, PtrArithSink}) at benchmark/heman/src/kazmath/mat3.rs:239:9: 239:15 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Multiply::m2 ; poison: ({VoidSource, CastSource, PtrArith, MiscSource, MixedRefSource, ExternCallReturn}, {VoidSink, MiscSink, PtrArithSink, MixedRefSink, ExternCallParam, CastSink}) at benchmark/heman/src/kazmath/mat3.rs:240:9: 240:15 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3ScalarMultiply::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:296:5: 296:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3ScalarMultiply::pM ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:297:5: 297:11 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Assign::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:317:5: 317:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Assign::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:318:5: 318:12 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3AssignMat4::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:342:5: 342:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3AssignMat4::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:343:5: 343:12 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3AreEqual::pMat1 ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:358:5: 358:14 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3AreEqual::pMat2 ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:359:5: 359:14 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Rotation::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:380:5: 380:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Scaling::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:396:5: 396:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3Translation::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:407:5: 407:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3RotationQuaternion::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:418:5: 418:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3RotationQuaternion::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:419:5: 419:12 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3RotationAxisAngle::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:455:5: 455:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3RotationAxisAngle::axis ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:456:5: 456:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3RotationToAxisAngle::pAxis ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:501:5: 501:14 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3RotationToAxisAngle::radians ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:502:5: 502:16 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3RotationToAxisAngle::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:503:5: 503:12 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3RotationX::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:517:5: 517:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3RotationY::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:533:5: 533:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3RotationZ::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:549:5: 549:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3GetUpVec3::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:565:5: 565:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3GetUpVec3::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:566:5: 566:12 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3GetRightVec3::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:576:5: 576:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3GetRightVec3::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:577:5: 577:12 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3GetForwardVec3::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:587:5: 587:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3GetForwardVec3::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:588:5: 588:12 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3LookAt::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:598:5: 598:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3LookAt::pEye ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:599:5: 599:13 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3LookAt::pCenter ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:600:5: 600:16 (#0)
Non-limit ptr: lib::src::kazmath::mat3::kmMat3LookAt::pUp ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat3.rs:601:5: 601:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Fill::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:101:5: 101:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Fill::pMat ; poison: ({MiscSource, ExternCallReturn, PtrArith, CastSource, VoidSource}, {ExternCallParam, MiscSink, VoidSink, PtrArithSink, CastSink}) at benchmark/heman/src/kazmath/mat4.rs:102:5: 102:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Identity::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:113:41: 113:49 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Inverse::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:131:5: 131:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Inverse::pM ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:132:5: 132:11 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4IsIdentity::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:380:43: 380:50 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Transpose::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:408:5: 408:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Transpose::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:409:5: 409:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Multiply::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:428:5: 428:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Multiply::pM1 ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:429:5: 429:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Multiply::pM2 ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:430:5: 430:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Multiply::m1 ; poison: ({ExternCallReturn, VoidSource, CastSource, MiscSource, PtrArith}, {PtrArithSink, CastSink, MiscSink, VoidSink, ExternCallParam}) at benchmark/heman/src/kazmath/mat4.rs:433:9: 433:15 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Multiply::m2 ; poison: ({VoidSource, PtrArith, ExternCallReturn, MiscSource, CastSource}, {CastSink, VoidSink, ExternCallParam, PtrArithSink, MiscSink}) at benchmark/heman/src/kazmath/mat4.rs:434:9: 434:15 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Assign::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:549:5: 549:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Assign::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:550:5: 550:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4AssignMat3::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:578:5: 578:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4AssignMat3::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:579:5: 579:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4AreEqual::pMat1 ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:598:5: 598:14 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4AreEqual::pMat2 ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:599:5: 599:14 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationAxisAngle::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:633:5: 633:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationAxisAngle::axis ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:634:5: 634:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationX::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:649:5: 649:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationY::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:672:5: 672:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationZ::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:695:5: 695:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationYawPitchRoll::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:718:5: 718:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationQuaternion::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:735:5: 735:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationQuaternion::pQ ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:736:5: 736:11 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Scaling::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:788:5: 788:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4Translation::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:807:5: 807:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4GetUpVec3::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:829:5: 829:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4GetUpVec3::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:830:5: 830:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4GetRightVec3::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:838:5: 838:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4GetRightVec3::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:839:5: 839:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4GetForwardVec3RH::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:847:5: 847:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4GetForwardVec3RH::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:848:5: 848:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4GetForwardVec3LH::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:856:5: 856:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4GetForwardVec3LH::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:857:5: 857:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4PerspectiveProjection::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:865:5: 865:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4OrthographicProjection::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:895:5: 895:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4LookAt::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:923:5: 923:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4LookAt::pEye ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:924:5: 924:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4LookAt::pCenter ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:925:5: 925:16 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4LookAt::pUp ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:926:5: 926:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4ExtractRotation::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:957:5: 957:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4ExtractRotation::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:958:5: 958:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationToAxisAngle::pAxis ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:973:5: 973:14 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationToAxisAngle::radians ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:974:5: 974:16 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationToAxisAngle::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:975:5: 975:12 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationTranslation::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:991:5: 991:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationTranslation::rotation ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:992:5: 992:17 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4RotationTranslation::translation ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:993:5: 993:20 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4ExtractPlane::pOut ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:1015:5: 1015:13 (#0)
Non-limit ptr: lib::src::kazmath::mat4::kmMat4ExtractPlane::pIn ; poison: ({}, {}) at benchmark/heman/src/kazmath/mat4.rs:1016:5: 1016:12 (#0)
Non-limit ptr: lib::src::kazmath::plane::kmPlaneDot::pP ; poison: ({}, {}) at benchmark/heman/src/kazmath/plane.rs:71:5: 71:11 (#0)
